product_name,price,original_price,discount,category
2.4G Wireless Laser Pointer Red Presenter LED USB Pen PPT Remote Control Powerpoint Presentation,"KSh 1,301","KSh 2,500",48%,computing
Wired Flexible Computer / Laptop Usb Keyboard - Black,KSh 690,KSh 999,31%,computing
"HP Refurbished EliteBook 840, Intel Core i7, 500 HDD + 8GB RAM - Black (6 Months WRTY)","KSh 24,800","KSh 55,000",55%,computing
Epson EcoTank L3210 All in One Ink Tank Printer with FREE USB Cable (1YR WRTY),"KSh 24,499","KSh 35,000",30%,computing
USB 3.0 Extension Cable High-Speed Data Transfer Data Cord,KSh 399 - KSh 805,"KSh 539 - KSh 1,580",49%,computing
"HP Refurbished HP EliteBook 810 G3,11.6"" Touchscreen Intel Core I5 8GB RAM 256GB SSD","KSh 25,699","KSh 32,000",20%,computing
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 17,999","KSh 30,000",40%,computing
USB 2.0 To 10/100 Ethernet Port Internet Network Adapter,KSh 699,KSh 999,30%,computing
"HP Refurbished EliteBook 820, Intel Core I5,  Slim Model , 500HDD, 4GB RAM , Black- 12.5""","KSh 18,599","KSh 29,999",38%,computing
"HP Chromebook 11 G5 -Intel Celeron N3060 - 11.6"" Screen &ndash; Storage 4GB RAM &ndash; 16GB SSD - HDMI- HD Camera- Chrome OS - Refurb (6M WRTY)","KSh 8,499","KSh 14,999",43%,computing
Wireless Mouse And Keyboard - 2.4 GHZ Numeric Keyboard,"KSh 1,230","KSh 1,900",35%,computing
HP EliteBook 840 G4 Core i5-7th Gen-8GB RAM 256GB SSD-Refurbished-14-Inches-Win 10,"KSh 26,499","KSh 38,000",30%,computing
USB Bluetooth Adapter Bluetooth Receiver Wireless Adapter,KSh 467,KSh 900,48%,computing
Wireless BLUETOOTH RECHARGABLE MOUSE,"KSh 1,000","KSh 1,599",37%,computing
"HP  Refurbished Elitebook 810 Revolve G3 -Core I5 Ram 8gb - Ssd 256gb - 11.6""- Silver Windows 11  pro 64bit Installed Office 2021 activated","KSh 23,999","KSh 35,000",31%,computing
"USB Wifi Dongle 150Mbps Wifi Antenna Network Adapter,,",KSh 590,KSh 899,34%,computing
"HP Refurbished Chromebook 11x360G5 EE 4GB RAM ,32GB HDD,CHROME OS, TOUCH SCREEN + FREE MOUSE","KSh 13,499","KSh 13,999",4%,computing
Car Scratch Repair Paste Universal Polishing Agent,KSh 220,KSh 440,50%,computing
Sandisk  32GB 120MBPS Ultra UHS-I SDHC Memory Card Reader,KSh 899,"KSh 1,150",22%,computing
HP  V250W 16GB Flash Disk Drive,KSh 499,KSh 990,50%,computing
Neck Fan Rechargeable Hanging Portable Bladeless Adjustable,KSh 673,"KSh 1,235",46%,computing
12 Inch Erasable LCD Digital Writing Board Kids Drawing Tablet Kids,"KSh 1,000","KSh 2,000",50%,computing
HP PROBOOK 11 X360/TOUCHSCREEN/4GB/128SSD/INTEL - Refurbished,"KSh 16,599","KSh 29,000",43%,computing
Toshiba Refurbished Dynabook Portege X20W-D 12-inch X360 Touchscreen Intel Core I3-7100U Processor 8GB RAM 256GB SSD (6M WRTY),"KSh 20,900","KSh 30,000",30%,computing
Advance 64GB Original Flash Disk (Silver)+ Free OTG Cable.,KSh 800,"KSh 1,000",20%,computing
WD 3.0 External Hard Disk Drive Casing With Cable,"KSh 1,043","KSh 1,800",42%,computing
"HP Refurbished EliteBook 840, Intel Core I5, 14"", 500HDD, 4GB RAM, Win10 TRIAL, Black (6 Months WRTY)","KSh 17,499","KSh 29,999",42%,computing
Large Mouse Pad Keyboard Mat Keyboard Mouse Mat Waterproof Gaming Mouse Pad,KSh 599,KSh 899,33%,computing
Desktop CPU And Monitor Power Cable,KSh 265,KSh 400,34%,computing
8-in-2 USB 3.0 Tpye-C Hub  Station Multiport Adapter,"KSh 1,100","KSh 1,900",42%,computing
Boost Up High Performance Memory Card 64GB+Watch+Headphones,"KSh 1,490","KSh 1,600",7%,computing
Bebe KIDS STUDY TABLET 4GB/128GB 5G UNBREAKABLE SCREEN SIMCARD SLOT,"KSh 8,499","KSh 10,999",23%,computing
HP  Compaq CPU Intel Core I3 2nd gen 4GB RAM 500GB,"KSh 7,000","KSh 10,000",30%,computing
"Lenovo USB Pin Charger Adapter For T430, T450, T460 Complete With Power Cable","KSh 1,092","KSh 2,000",45%,computing
"4G WIFI MIFI Universal Pocket/Mobile MiFi 4G USB FAIBA, AIRTEL,SAFARICOM,TELKOM","KSh 2,399","KSh 4,700",49%,computing
Toshiba Flash Disk -Silver 32GB,KSh 699,"KSh 1,500",53%,computing
"HP Refurbished EliteBook 840 G1, Intel Core I7, 14"", 1TB HDD, 8GB RAM, Windows 10 PRO (6 Months WRTY)","KSh 29,999","KSh 45,999",35%,computing
4 Port USB High Speed Mini USB Splitter,KSh 388,KSh 646,40%,computing
DISPLAY PORT DP TO HDMI CABLE,KSh 852,"KSh 1,780",52%,computing
"Sandisk Sandisk, Flash Disk - 8GB",KSh 599,KSh 650,8%,computing
Handheld Rechargeable Mini Fan,KSh 795,"KSh 1,100",28%,computing
"HP Refurbished Elitebook 820 G3 6th Gen , Corei5, 8GB RAM-HDD 500GB -12.5"", Sliver (6 Months WRTY)","KSh 21,999","KSh 36,999",41%,computing
"BVOT Mifi 4G/5G Router : Airtel,safaricom, Telcom","KSh 4,289","KSh 6,000",29%,computing
16TB SSD Hard Disk Drive HDD Mobile External Storage Device,"KSh 1,310 - KSh 3,144","KSh 2,489 - KSh 5,895",47%,computing
"Lenovo Refurbished X131e - 11.6"" - Intel Dual-Ccore - 4GB RAM - 320GB HDD - Black (6 Months WRTY)","KSh 13,490","KSh 18,199",26%,computing
"Smart Tv, Android Wireless Keyboard + Mouse- White","KSh 1,297","KSh 2,500",48%,computing
Logitech M90 Wired Mouse,KSh 630,"KSh 1,000",37%,computing
"HP Refurbished Elitebook Core I5, 12GB RAM 500GB HDD -12.5"", Black (6 Months WRTY)","KSh 20,999","KSh 29,999",30%,computing
"HP 15s Laptop, Celeron N4120, 4GB RAM, 256GB SSD, 15.6"" HD Display, Windows 11 Pro, Silver (1YR WRTY)","KSh 29,499","KSh 35,000",16%,computing
"HP 15s Laptop, Celeron N4120, 4GB RAM, 256GB SSD, 15.6"" HD Display, Windows 11 Pro, Silver+Bag+Mouse+Flash (1YR WRTY)","KSh 31,999","KSh 38,000",16%,computing
Wireless Mini Keyboard For Android Box & Smart TV,KSh 750,"KSh 1,499",50%,computing
Sandisk Compatible 32GB Flash Disk,KSh 700,"KSh 1,000",30%,computing
Portable Laptop Stand With Mobile Phone Support 2 In 1,KSh 769,KSh 899,14%,computing
Qwen 32GB Memory Cards High-Speed  U3 For Smartphones,KSh 499,KSh 800,38%,computing
500GB External hard disk,"KSh 2,500","KSh 5,000",50%,computing
RGB LED Large Extended Computer Keyboard Gaming Mouse Pads 800x300x3mm - Black,"KSh 1,450","KSh 1,990",27%,computing
Asus Refurbished X200M Touchscreen 4GB RAM 500 GB HDD,"KSh 12,999","KSh 25,000",48%,computing
High Speed Universal USB 4 Port  Hub,KSh 288,KSh 499,42%,computing
"HP Elitebook 820 G3 G4, 830 G5, 840 G3 G4 G5, 850 G3 G4 G5 Charger Complete With Cable","KSh 1,044","KSh 1,700",39%,computing
HP X 500 Wired Optical Mouse,KSh 450,KSh 930,52%,computing
Adjustable Laptop Stand Holder With Mouse Pad,"KSh 1,800","KSh 2,600",31%,computing
"Lenovo REFURBISHED THINKPAD YOGA 11E G5, 7th Gen X360 TOUCHSCREEN, 500 GB,4 GB RAM+FREE SLEEVE","KSh 18,499","KSh 30,000",38%,computing
Wireless Mouse Rechargeable Silent 2.4G Black,KSh 345,KSh 595,42%,computing
"14"" Laptop Sleeve - Black",KSh 639,"KSh 1,100",42%,computing
HP 64GB Flash Disk//64 GB FlashDisk+ Free  Earbuds and Cap,"KSh 1,550","KSh 2,000",23%,computing
Seagate Harddisk Slim Laptop HDD 500gb internal,"KSh 1,486","KSh 4,999",70%,computing
"HP Elitebook 840 G4 Intel Core I7 7Th Gen,16GB Ram,512GB SSD-Refurbished","KSh 34,000","KSh 80,000",58%,computing
HP 305  Original Black Cartridge,"KSh 1,900","KSh 2,500",24%,computing
JIYUE Flash Drive 3.0 128GB Metal OTG Micro USB Type-C,KSh 699,"KSh 1,000",30%,computing
"Epson EcoTank L3250 A4 WIRELESS Printer (All-in-One), (1YR WRTY)","KSh 28,499","KSh 30,000",5%,computing
tenda N300 300 Mbps Wireless WiFi Router,"KSh 1,699","KSh 3,000",43%,computing
10 Steps Laptop Stand Desktop Stand Can Be Adjusted,KSh 362,KSh 499,27%,computing
HP 500GB HDD 8GB RAM Refurbished ProBook 640 14 Intel Core I5 Windows 10,"KSh 18,999","KSh 45,000",58%,computing
HP 32GB Flash Disk  +64Gb Memory Card + OTG CABLE,"KSh 1,350","KSh 2,100",36%,computing
"Bluetooth + WiFi Adapter Dongle,  2 in 1 Bluetooth and WiFi Adapter",KSh 852,"KSh 1,700",50%,computing
7 In 2 Wireless USB Type-C Hubs  3.0 Computer,"KSh 1,000","KSh 1,200",17%,computing
Advance 16GB USB Flashdisk-Silver,KSh 359,KSh 700,49%,computing
HP 64GB USB Flash Disk // Drive With Free OTG Cable,KSh 970,"KSh 1,900",49%,computing
Wired Keyboard For Computer - USB,KSh 685,KSh 700,2%,computing
"USB To SATA Cable 2.5"" Hard Disk Adapter SATA",KSh 649,KSh 899,28%,computing
HP V250W 32GB Flash Disk Drive + OTG Type C Cable,KSh 635,"KSh 1,200",47%,computing
"Apple Refurbished MacBook Pro 13"" Core I5 4GB RAM, 500GB HDD ( 2012)  2.5GHz- Silver, 6 Months WRTY","KSh 24,350","KSh 80,000",70%,computing
Laptop Stand High Quality Folding Laptop Stand Height Adjustable,KSh 520,KSh 900,42%,computing
"Advance 64GB Flash Disk -Silver For Samsung, Dell Laptops",KSh 780,"KSh 1,380",43%,computing
Toshiba 64GB Metallic Flash Disk Drive,KSh 799,"KSh 1,500",47%,computing
3 In1 Multi Functional School Backpack With USB Slot-grey,"KSh 1,399","KSh 1,799",22%,computing
"HP Laptop Charger 19.5V 3.33A, 65W-Blue Pin",KSh 947,"KSh 1,800",47%,computing
"Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black, 6 Months WRTY","KSh 18,000","KSh 80,000",78%,computing
Thermal Paste HY 510/ Thermal Grease,KSh 250,KSh 450,44%,computing
"Lenovo ThinkPad X260 Intel Core I5, 8GB RAM, 256GB SSD, 12.5'' REFURBISHED","KSh 16,999","KSh 28,000",39%,computing
"Handboss Universal Foam Cleaning Agent ,, cleaning expert",KSh 449,"KSh 1,000",55%,computing
USB 3.0 Hub Type C - HDMI+PD+TF+SD - 6 In 1 - Gray,"KSh 1,918","KSh 3,554",46%,computing
Advance 64GB Flash Disk -Silver + Free Neckband Bluetooth Earphones,KSh 900,"KSh 1,400",36%,computing
"Starlink Ethernet Adapter for Gen2/V2, Compatible for Starlink Standard Rectangular Dish V2, Wired External Network Fast & Stable Connection","KSh 5,712","KSh 6,120",7%,computing
"Wireless Keyboard Mouse For TV Box Laptop, Desktop","KSh 1,243","KSh 2,200",44%,computing
TP-Link TL-WA850RE - 300Mbps Universal WiFi Range Extender,"KSh 3,605","KSh 3,795",5%,computing
XIAOMI Mi Wi-Fi Repeater Range Extender Pro 300Mbps - N300,"KSh 2,499","KSh 3,500",29%,computing
Sandisk 32GB USB Flash Disk - 32 GB Flash Drive,KSh 750,KSh 850,12%,computing
"Lenovo Refurbished Thinkpad X250 Intel Core I5, 8GB RAM, 500GB HDD, 12.5'' Black Win 10","KSh 16,497","KSh 27,000",39%,computing
"Lenovo ThinkPad T490 Touchscreen Core i5 -8th Gen-8GB RAM-256GB SSD-Refurbished 14""-Black-Win 11","KSh 29,999","KSh 35,000",14%,computing
Wireless USB WiFi Adapter For Laptop/PC/Desktop,KSh 624,"KSh 1,200",48%,computing
Type C To HDMI 4K HDTV Digital Adapter,"KSh 1,029","KSh 2,000",49%,computing
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 500 GB HDD 12.5'' Black (6M WRTY),"KSh 17,800","KSh 37,500",53%,computing
HP 32GB Metallic Flash Disk/32 GB FlashDisk USB + Free Otg Type B &  F9 Earbuds,"KSh 1,450","KSh 1,500",3%,computing
4G LTE USB MODEM With Wi-Fi Hotspot,"KSh 2,199","KSh 4,000",45%,computing
LASA USB Micro B To Type C 3.1 To External Hard Drive Cable,KSh 385,KSh 695,45%,computing
"HP Elitebook 840 G3 , Adapter Charger Blue Pin - Complete With Power Cable","KSh 1,200","KSh 1,500",20%,computing
Epson EcoTank L3210 A4 Printer (All-in-One),"KSh 24,399","KSh 33,000",26%,computing
Laptop Charger Flower Power Cable,KSh 265,KSh 490,46%,computing
USB 3.0 SPEED TO RJ 45 External Network Card LAN Adapter 10/100/1000 Mbps Gigabit Ethernet(Black),KSh 929,"KSh 1,500",38%,computing
30*70cm Gaming Mouse Pad Anti-slip Locking Edge,KSh 450,KSh 700,36%,computing
LAN Network Cable CAT6 20M,KSh 650,"KSh 1,150",43%,computing
HP Refurbished Probook 11 G2 *TOUCH SCREEN* CORE I3 4GB 128GB SSD WINDOWS 10,"KSh 14,725","KSh 18,500",20%,computing
HP EliteBook 820 G2 Core I5 8GB RAM 500gb Hdd Slim Ultrabook Laptop,"KSh 17,999","KSh 29,999",40%,computing
USB Bluetooth BT 5.1 Dongle Adapter Receiver Driver-Free,KSh 389,KSh 600,35%,computing
"HP Refurbished Elitebook 820 G3 Core I5 8GB RAM 256GB SSD 6th Gen 12.5"" Ultraslim DOS + Bag","KSh 26,500","KSh 38,000",30%,computing
"HP EliteBook 820 G4 Intel Core I5 7th Gen Refurbished 8GB-256GB SSD Silver-12.6"" (6 M WRTY)","KSh 23,800","KSh 30,000",21%,computing
"FLEXIBLE,FOLDABLE,COMPUTER KEYBOARD,FREE WATCH & WIRED MOUSE",KSh 995,"KSh 1,200",17%,computing
BVOT Universal 4G/5G Portable Pocket Wifi Hotspot Mifi,"KSh 4,165","KSh 7,500",44%,computing
"Apple MacBook Pro 13"" Core I5 2.4GHz 8GB RAM, 500GB HDD (2012) Silver Refurbished","KSh 26,700","KSh 37,000",28%,computing
"Sandisk 128GB Ultra Flair USB 3.0 Flash Drive , (1YR WRTY)","KSh 1,849","KSh 2,699",31%,computing
Wifi Repeater Wifi Extender 300Mbps Networking,"KSh 1,820","KSh 3,312",45%,computing
"3200DPI Ergonomic, Wired Gaming Mouse, USB Gaming Mouse 6 Buttons LED RGB",KSh 680,"KSh 1,250",46%,computing
"HP Refurbished Probook 640 G1 Core I5,4GB RAM,500GB HDD, WIN 10 Black","KSh 16,799","KSh 25,000",33%,computing
DP DISPLAY PORT TO HDMI CONVERTER ADAPTER,KSh 729,"KSh 1,000",27%,computing
Display Port (DP) To HDMI Converter Adapter,KSh 550,KSh 999,45%,computing
"Samsung Chromebook XE310 – Intel Celeron N4000 - 11.6"" HD Screen, Storage 32GB SSD / 4GB RAM ,Bluetooth, Type C – Camera - Chrome OS - Refurb (6 M WRTY)","KSh 10,999","KSh 17,999",39%,computing
"Lenovo REFURBISHED THINKPAD YOGA 11E X360 RAM 4GB,500 HDD","KSh 13,499","KSh 19,000",29%,computing
"HP Refurbished EliteBook 8460p, Intel Core I5, 8GB RAM, 500GB HDD, 14'' + FREE MOUSE","KSh 18,300","KSh 25,000",27%,computing
Lenovo Mouse Pad - Hard Gaming Mouse Mat,KSh 450,KSh 599,25%,computing
Afrie 2.4GHz Wireless Rechargeable Mouse Slient Mouse,KSh 399,KSh 738,46%,computing
"HP Refurbished EliteBook 840 G1 Core I5 8GB RAM 500GB HDD 14"" 4th Gen Win10 Laptop (6 Months WRTY)","KSh 18,500","KSh 30,000",38%,computing
Kisonli S-999,KSh 700,"KSh 1,500",53%,computing
"Apple MacBook Pro 13"" Core I5 2.4GHz 16GB RAM, 1TB HDD (2012) Laptop Silver Refurbished, MacBook Operating System Installed, Microsoft Office Ready + Free Wireless Mouse.","KSh 36,000","KSh 45,000",20%,computing
"Lenovo Refurbished ThinkPad Yoga 11e Intel Celeron,X360 Touchscreen 8GB RAM ,320GB HDD Windows 10 pro 64bit And Office 2021 activated + Free 16gb SANDISK Flash drive","KSh 15,199","KSh 25,000",39%,computing
Afrie Vga Splitter Cable 1 Computer To Dual 2 Monitor,KSh 323,KSh 359,10%,computing
HP 16GB Flash Disk/ FlashDisk 16 GB + Gifts,KSh 899,"KSh 1,500",40%,computing
"Acer Chromebook 11 C733 Screen 11.6"" 4GB RAM -32GB EMMC Celeron N4000  Bluetooth WiFi Camera ChromeOS, Black Refurbished","KSh 9,999","KSh 16,999",41%,computing
"Wireless Smart Tv, Android Wireless Mouse+ Numeric Keyboard","KSh 1,205","KSh 1,900",37%,computing
2.4G Wireless Mouse Portable Ultra-thin Mute 4Keys,KSh 327,KSh 580,44%,computing
10 Steps Laptop Stand Desktop Stand Can Be Adjusted,KSh 362,KSh 499,27%,computing
HP Wired Keyboard For Computer - USB,KSh 685,"KSh 1,050",35%,computing
Advance USB Flash Disk Smart -32GB- Silver,KSh 598,KSh 700,15%,computing
Rechargeable Wireless Mouse 2.4GHz Ultra Slim,KSh 662,"KSh 1,200",45%,computing
Metal Usb Flash Drive 128GB 256GB TB USB2.0 3.0,KSh 459 - KSh 799,"KSh 740 - KSh 1,480",46%,computing
Advance 64GB Flash Disk - (Silver.)+ Otg Cable + Watch + Belt,"KSh 1,099","KSh 2,100",48%,computing
VGA To HDMI Converter Adapter Cable With Audio Supporting 720P 1080P Video Resolution,KSh 899,"KSh 1,890",52%,computing
"HP Refurbished Elitebook 840 G3 6th Gen , Core I7  8GB RAM- SSD 256GB -14"" inches display Sliver windows 10 pro installed plus complete charger","KSh 27,000","KSh 45,000",40%,computing
"HP  Refurbished  8440p  Core I5 4GB RAM 500GB HDD 14"",  Windows 11 PRO Activated, Office & Basic software Installed, Free Bag + Charger + Wireless Mouse + Mouse Pad","KSh 18,500","KSh 24,000",23%,computing
HP 65W USB TYPE C CHARGER ADAPTER  X360 1030 1020 G2,"KSh 2,847","KSh 5,900",52%,computing
Lenovo Refurbished Thinkpad X250 2 Intel Core I5 8GB RAM 256GB SSD 12.5'' Black,"KSh 16,498","KSh 29,000",43%,computing
HP EliteBook 820 G1 Core I7 8GB RAM 1TB Slim Ultrabook Laptop Refurbished (6 Month WRTY),"KSh 25,809","KSh 32,000",19%,computing
150Mbps USB WiFi Adapter Wireless Network Card USB Ethernet Adapter External,KSh 499,KSh 800,38%,computing
Lenovo Refurbished Thinkpad X240 Intel Core I5 4 GB RAM 500 GB HDD 12.5'' Black (6 Months WRTY),"KSh 15,999","KSh 29,999",47%,computing
tenda 300 Mbps Wireless WiFi Easy Setup Router,"KSh 2,374","KSh 3,999",41%,computing
Sandisk 32GB / 64GB Flash Disk  +  OTG CABLE & GIFTS,"KSh 1,350 - KSh 1,850","KSh 2,100 - KSh 3,100",40%,computing
"Universal SIM Modem For Safaricom, Airtel & Telkom","KSh 1,289","KSh 2,100",39%,computing
Sandisk San disk 32GB Ultra Memory Card - 32 GB Micro SD,KSh 830,KSh 950,13%,computing
"2 pin Power Cable for  for Laptop, PS4, PC Monitors, Smart TV Monitor, Printer, Computer, Camera, Tape Recorder, Kettle, Digital Piano",KSh 379,KSh 790,52%,computing
LASA CAT6A Ethernet Cable - 3 M,KSh 450,KSh 795,43%,computing
UCOM PC USB Dualshock Game Controller Twin Pad,KSh 799,"KSh 1,500",47%,computing
"Lenovo REFURBISHED THINKPAD YOGA 11E X360 RAM 4GB,500 HDD","KSh 13,499","KSh 20,000",33%,computing
USB Bluetooth Adapter Bluetooth Receiver Good Quality Bluetooth Dongle Adapter,KSh 499,KSh 650,23%,computing
Foldable Laptop Table/iPad Holder  And Cup Holder,"KSh 2,200","KSh 3,600",39%,computing
Bluetooth + 2.4G Wireless Dual-mode LED Rechargeable Mouse,KSh 317,KSh 600,47%,computing
Wireless Mouse & Keyboard Combo -White,"KSh 1,422","KSh 2,800",49%,computing
HP Wired Mouse X500 - Black,KSh 499,KSh 800,38%,computing
Lenovo Refurbished Thinkpad X250 Intel Core I5 8 GB RAM 256GB SSD 12.5'' Black (6M WRTY),"KSh 18,499","KSh 37,500",51%,computing
Desktop CPU And Monitor Power Cable,KSh 269,KSh 299,10%,computing
"HP Refurbished Chromebook 11x360 G2 EE 32 HDD, 4GB RAM, CHROME OS, TOUCH SCREEN, + FREE MOUSE (6 Months WRTY)","KSh 13,650","KSh 16,000",15%,computing
Laptop Cooler Pad RGB Gaming Cooler For 15.6 Inch,"KSh 1,990","KSh 2,990",33%,computing
HP WIRELESS MOUSE-BLACK,"KSh 1,099","KSh 1,500",27%,computing
"Keyboard For Android TV Wireless Keyboard For Smart TV, Android Box",KSh 750,KSh 849,12%,computing
"HP Chromebook 11-G6 EE, Intel Celeron N3350 Dual Core , 4GB RAM, HD Graphics 500, 11.6-Inch LED D, WiFi, Bluetooth, 16GB EMMC, Black/ Silver, Refurb (6 M WRTY)","KSh 8,999","KSh 15,999",44%,computing
"HP Refurbished EliteDesk 800 G1 Core I5 4GB RAM 500GB HDD 3.2GHz SFF Desktop + 19"" Monitor","KSh 16,500","KSh 20,000",18%,computing
USB Wifi Wireless Adapter Wifi Dongle High Speed Wifi Dongle Wifi Adapter,KSh 590,KSh 799,26%,computing
LASA Usb C To Usb A Cable Fast Charging Cable 3a - 15cm,KSh 350,KSh 560,38%,computing
DELL LAPTOP CHARGER ADAPTER- 19.5V 4.62A 90W Big Pin,"KSh 1,079","KSh 1,700",37%,computing
Flexible Keyboard - Black,KSh 649,"KSh 1,200",46%,computing
"HP Laptop ProBook 450 G3 G5, 640 G2 G3 G4 G5, 650 G2 G3 Charger Blue Pin",KSh 998,"KSh 1,500",33%,computing
"HP DESKJET 2710 WIRELESS Plug& Print, Copy &Scan","KSh 13,000","KSh 14,500",10%,computing
Handheld Rechargeable Mini Fan-,KSh 795,"KSh 1,100",28%,computing
HDMI to VGA Cable HDMI Male to VGA Male Converter Cable,KSh 847,"KSh 1,600",47%,computing
4G router Wireless lte wifi modem Sim Card Router MIFI pocket hotspot 8 WiFi users built-in battery portable WiFi,"KSh 2,543","KSh 4,070",38%,computing
Mouse Pad With Gel Wrist Support,KSh 499,KSh 800,38%,computing
Transcend 128GB FLASH DISK - BLACK,KSh 999,"KSh 1,899",47%,computing
Modio 5G Tablet - Kids Android Tablets PC M730.,"KSh 11,999","KSh 15,000",20%,computing
Mouse Mat PC Wrist Rest Support,KSh 190,KSh 299,36%,computing
"Modem For Safaricom, Airtel & Telkom - 4G / 3G","KSh 1,232","KSh 1,800",32%,computing
JIYUE Flash Drive 3.0 64GB Metal OTG Micro USB Type-C,KSh 599,"KSh 1,000",40%,computing
Logitech Logi MK290 Wireless Keyboard And Mouse COMBO Modern Full Size Layout High-Quality Membrane Keyboard and Optical Mouse Max,"KSh 1,699","KSh 2,999",43%,computing
Lenovo Refurbished Thinkpad X250 Intel Core I5 - 8 GB RAM - 1TB HDD 12.5'' Black (6 Months WRTY),"KSh 21,999","KSh 36,999",41%,computing
Lenovo Laptop Charger 20V 3.25A 65W USB Pin With Power Cable,"KSh 1,049","KSh 1,800",42%,computing
2GB 4GB 8GB 16GB 32GB 64GB High Quality Micro Sd Memory Card For Data Storage,"KSh 379 - KSh 1,139","KSh 399 - KSh 1,199",5%,computing
"TYPE C 5 IN 1 WITH USB 3.0,HDMI,PD &ETHERNET PORTS","KSh 2,496","KSh 3,500",29%,computing
"HP Refurbished Elitebook 840 G5 8th Generation Core I5, 8GB RAM, 256GB SSD Touchscreen -14""","KSh 34,200","KSh 55,000",38%,computing
UNIVERSAL MODEM,"KSh 1,230","KSh 2,250",45%,computing
"Visualization Bluetooth Transmitter And Receiver, 2-in-1 Wireless 3.5 Mm Adapter, USB Bluetooth 5.0 Transmitter With Display, 2 In 1 Wireless Bluetooth Adapter For PC, TV , Headphones, Home Stereo, Car","KSh 1,409","KSh 2,800",50%,computing
"Lenovo Refurbished  X131e 12"" 4GB RAM 320GB HDD + MOUSE","KSh 15,500","KSh 17,500",11%,computing
TF Card Reader USB 2.0 Type-C SD-CardTF OTG Card Reader Black,KSh 287,KSh 431,33%,computing
TP-Link WiFi Repeater Booster And Extender - 300Mbps,"KSh 4,300","KSh 6,500",34%,computing
Sandisk  Ultra Luxe Usb Flash Disk /Flash Drive 16gb,KSh 659,KSh 799,18%,computing
"Canon PIXMA G2410-MEGATANK MFP Printer, (1YR WRTY)","KSh 23,499","KSh 29,000",19%,computing
"Lenovo Refurbished Thinkpad X131e 12"" Intel Celeron 4GB, 500GB - Black (6 Months WRTY)","KSh 14,498","KSh 16,999",15%,computing
Darkhorsir Rechargeable 2.4G+ Bluetooth Wireless Mouse Mice R With Free Mouse Pad,KSh 638,KSh 999,36%,computing
